UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
1259,2023-03-27,基隆市,中山區,70+,32
1260,2023-01-26,基隆市,中山區,20~24,1
1261,2022-11-11,基隆市,中山區,60~64,3
1262,2022-11-06,基隆市,中山區,65~69,4
1263,2022-10-02,基隆市,中山區,50~54,1
1264,2022-05-21,基隆市,中山區,55~59,1
1265,2022-05-14,基隆市,中山區,0~4,1
