UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
593,2023-01-11,新竹縣,北埔鄉,70+,6
594,2023-01-11,新竹縣,北埔鄉,65~69,1
595,2022-05-22,新竹縣,北埔鄉,45~49,1
