UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
515,2023-03-03,台中市,石岡區,70+,12
516,2022-12-20,台中市,石岡區,55~59,2
517,2022-11-10,台中市,石岡區,60~64,1
518,2022-06-01,台中市,石岡區,40~44,1
