UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
25,2023-05-19,高雄市,三民區,70+,146
26,2023-03-24,高雄市,三民區,65~69,16
27,2023-03-12,高雄市,三民區,55~59,10
28,2023-02-24,高雄市,三民區,35~39,2
29,2023-02-18,高雄市,三民區,40~44,3
30,2023-02-04,高雄市,三民區,60~64,15
31,2023-01-29,高雄市,三民區,45~49,2
32,2023-01-13,高雄市,三民區,50~54,5
33,2022-10-03,高雄市,三民區,20~24,1
34,2022-06-21,高雄市,三民區,10~14,1
35,2022-05-28,高雄市,三民區,30~34,1
