UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
567,2023-03-24,新竹縣,關西鎮,70+,20
568,2023-01-24,新竹縣,關西鎮,65~69,3
569,2022-10-29,新竹縣,關西鎮,60~64,4
570,2022-08-19,新竹縣,關西鎮,55~59,2
