UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
128,2023-03-14,高雄市,路竹區,70+,33
129,2022-07-31,高雄市,路竹區,45~49,1
130,2022-06-17,高雄市,路竹區,65~69,1
131,2022-06-14,高雄市,路竹區,0~4,1
