UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
1582,2023-03-12,雲林縣,林內鄉,70+,15
1583,2022-06-22,雲林縣,林內鄉,65~69,3
1584,2022-05-28,雲林縣,林內鄉,60~64,1
