UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
677,2023-05-14,台北市,中山區,70+,109
678,2023-03-22,台北市,中山區,65~69,15
679,2023-03-09,台北市,中山區,60~64,10
680,2022-12-30,台北市,中山區,45~49,2
681,2022-11-12,台北市,中山區,50~54,6
682,2022-09-30,台北市,中山區,0~4,1
683,2022-09-27,台北市,中山區,55~59,7
684,2022-05-22,台北市,中山區,20~24,1
