UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
640,2023-02-03,台東縣,卑南鄉,70+,8
641,2022-06-23,台東縣,卑南鄉,50~54,1
642,2022-06-10,台東縣,卑南鄉,45~49,1
