UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
631,2023-02-22,台東縣,成功鎮,70+,8
632,2022-09-25,台東縣,成功鎮,55~59,1
633,2022-09-17,台東縣,成功鎮,0~4,1
634,2022-07-27,台東縣,成功鎮,60~64,1
635,2022-05-16,台東縣,成功鎮,35~39,1
