UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
1560,2023-03-27,雲林縣,土庫鎮,70+,22
1561,2023-02-26,雲林縣,土庫鎮,65~69,1
1562,2023-01-15,雲林縣,土庫鎮,40~44,2
1563,2022-11-26,雲林縣,土庫鎮,60~64,3
