UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
616,2023-03-29,台東縣,海端鄉,70+,5
617,2022-09-25,台東縣,海端鄉,65~69,1
618,2022-06-07,台東縣,海端鄉,45~49,2
