UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
714,2023-03-29,台北市,松山區,70+,109
715,2023-03-14,台北市,松山區,60~64,7
716,2023-03-02,台北市,松山區,65~69,6
717,2023-02-15,台北市,松山區,55~59,2
718,2022-10-22,台北市,松山區,50~54,3
719,2022-05-20,台北市,松山區,0~4,1
