UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
19,2023-05-20,高雄市,燕巢區,70+,31
20,2023-04-04,高雄市,燕巢區,65~69,2
21,2023-02-08,高雄市,燕巢區,60~64,5
22,2022-06-23,高雄市,燕巢區,45~49,2
23,2022-05-31,高雄市,燕巢區,40~44,1
24,2022-05-21,高雄市,燕巢區,55~59,1
