UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
389,2023-04-10,台中市,烏日區,70+,54
390,2023-03-07,台中市,烏日區,40~44,1
391,2022-11-26,台中市,烏日區,60~64,4
392,2022-11-09,台中市,烏日區,65~69,3
393,2022-06-29,台中市,烏日區,55~59,2
