UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
68,2023-04-01,高雄市,前鎮區,70+,93
69,2023-02-26,高雄市,前鎮區,65~69,13
70,2023-02-13,高雄市,前鎮區,60~64,13
71,2023-02-08,高雄市,前鎮區,45~49,3
72,2023-02-01,高雄市,前鎮區,55~59,7
73,2022-11-03,高雄市,前鎮區,20~24,2
74,2022-11-01,高雄市,前鎮區,50~54,2
75,2022-06-22,高雄市,前鎮區,40~44,3
76,2022-05-22,高雄市,前鎮區,10~14,1
