UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
1603,2023-02-23,雲林縣,元長鄉,70+,21
1604,2023-02-01,雲林縣,元長鄉,65~69,2
1605,2023-01-09,雲林縣,元長鄉,60~64,4
1606,2022-06-30,雲林縣,元長鄉,30~34,1
1607,2022-06-16,雲林縣,元長鄉,40~44,1
1608,2022-06-12,雲林縣,元長鄉,55~59,1
