UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
685,2023-05-05,台北市,北投區,70+,134
686,2023-03-19,台北市,北投區,60~64,12
687,2023-02-27,台北市,北投區,65~69,14
688,2023-02-04,台北市,北投區,55~59,6
689,2022-10-10,台北市,北投區,40~44,2
690,2022-05-28,台北市,北投區,50~54,1
