UID,發佈統計日期,縣市,年齡層,第1劑接種率,第2劑接種率,基礎加強劑接種率,第1次追加劑接種率,第2次追加劑接種率,第3次追加劑接種率,第4次追加劑接種率,第5次追加劑接種率
8175,2023-01-09,新北市,30-49歲,93.50,90.80,0.40,81.60,0.00,0.00,0.00,0.00
8176,2023-01-09,新北市,50-64歲,90.50,88.10,0.50,80.20,23.80,0.00,0.00,0.00
8177,2023-01-09,新北市,65-74歲,89.40,87.20,0.70,81.30,40.20,7.20,0.00,0.00
8178,2023-01-09,新北市,75歲以上,81.60,78.20,1.00,70.70,36.60,6.20,0.00,0.00
8425,2023-01-02,新北市,全區,89.50,84.80,0.40,72.90,0.00,0.00,0.00,0.00
8426,2023-01-02,新北市,6個月-4歲,43.40,20.90,1.00,0.00,0.00,0.00,0.00,0.00
8427,2023-01-02,新北市,5-11歲,81.90,59.70,0.10,21.10,0.00,0.00,0.00,0.00
8428,2023-01-02,新北市,12-17歲,94.30,86.50,0.10,63.30,0.00,0.00,0.00,0.00
8429,2023-01-02,新北市,18-29歲,95.50,92.30,0.20,78.40,0.00,0.00,0.00,0.00
8430,2023-01-02,新北市,30-49歲,93.50,90.80,0.40,81.50,0.00,0.00,0.00,0.00
8431,2023-01-02,新北市,50-64歲,90.50,88.10,0.50,80.20,22.70,0.00,0.00,0.00
8432,2023-01-02,新北市,65-74歲,89.30,87.10,0.70,81.20,39.50,6.20,0.00,0.00
8433,2023-01-02,新北市,75歲以上,81.40,78.10,1.00,70.40,36.10,5.40,0.00,0.00
8680,2022-12-26,新北市,全區,89.50,84.80,0.40,72.80,0.00,0.00,0.00,0.00
8681,2022-12-26,新北市,6個月-4歲,43.20,20.50,0.80,0.00,0.00,0.00,0.00,0.00
8682,2022-12-26,新北市,5-11歲,81.90,59.20,0.00,19.20,0.00,0.00,0.00,0.00
8683,2022-12-26,新北市,12-17歲,94.30,86.40,0.10,63.00,0.00,0.00,0.00,0.00
8684,2022-12-26,新北市,18-29歲,95.60,92.30,0.20,78.40,0.00,0.00,0.00,0.00
8685,2022-12-26,新北市,30-49歲,93.50,90.80,0.40,81.40,0.00,0.00,0.00,0.00
8686,2022-12-26,新北市,50-64歲,90.50,88.10,0.50,80.10,22.10,0.00,0.00,0.00
8687,2022-12-26,新北市,65-74歲,89.20,87.00,0.70,81.00,39.10,5.80,0.00,0.00
8688,2022-12-26,新北市,75歲以上,81.30,77.90,1.00,70.30,35.80,5.00,0.00,0.00
8935,2022-12-19,新北市,全區,89.50,84.70,0.40,72.10,0.00,0.00,0.00,0.00
8936,2022-12-19,新北市,6個月-4歲,43.10,19.90,0.60,0.00,0.00,0.00,0.00,0.00
8937,2022-12-19,新北市,5-11歲,81.80,58.70,0.00,9.50,0.00,0.00,0.00,0.00
8938,2022-12-19,新北市,12-17歲,94.40,86.50,0.10,62.50,0.00,0.00,0.00,0.00
8939,2022-12-19,新北市,18-29歲,95.60,92.30,0.20,78.30,0.00,0.00,0.00,0.00
8940,2022-12-19,新北市,30-49歲,93.50,90.80,0.40,81.40,0.00,0.00,0.00,0.00
8941,2022-12-19,新北市,50-64歲,90.50,88.10,0.50,80.10,21.80,0.00,0.00,0.00
8942,2022-12-19,新北市,65-74歲,89.10,86.90,0.70,80.90,38.90,5.50,0.00,0.00
8943,2022-12-19,新北市,75歲以上,81.20,77.80,1.00,70.10,35.50,4.80,0.00,0.00
9190,2022-12-14,新北市,全區,89.50,84.60,0.40,71.70,0.00,0.00,0.00,0.00
9191,2022-12-14,新北市,6個月-4歲,43.00,19.50,0.50,0.00,0.00,0.00,0.00,0.00
9192,2022-12-14,新北市,5-11歲,81.80,58.20,0.00,3.10,0.00,0.00,0.00,0.00
9193,2022-12-14,新北市,12-17歲,94.50,86.40,0.10,62.10,0.00,0.00,0.00,0.00
9194,2022-12-14,新北市,18-29歲,95.60,92.30,0.20,78.30,0.00,0.00,0.00,0.00
9195,2022-12-14,新北市,30-49歲,93.50,90.80,0.40,81.30,0.00,0.00,0.00,0.00
9196,2022-12-14,新北市,50-64歲,90.50,88.00,0.50,80.00,21.60,0.00,0.00,0.00
9197,2022-12-14,新北市,65-74歲,89.00,86.80,0.70,80.90,38.70,5.30,0.00,0.00
9198,2022-12-14,新北市,75歲以上,81.10,77.70,1.00,70.00,35.40,4.60,0.00,0.00
9445,2022-12-05,新北市,全區,93.00,87.60,0.40,73.90,0.00,0.00,0.00,0.00
9446,2022-12-05,新北市,6個月-4歲,42.40,18.40,0.20,0.00,0.00,0.00,0.00,0.00
9447,2022-12-05,新北市,5-11歲,81.80,57.40,0.00,0.30,0.00,0.00,0.00,0.00
9448,2022-12-05,新北市,12-17歲,94.60,86.60,0.10,62.10,0.00,0.00,0.00,0.00
9449,2022-12-05,新北市,18-29歲,102.40,98.40,0.20,82.90,0.00,0.00,0.00,0.00
9450,2022-12-05,新北市,30-49歲,99.60,96.40,0.40,85.90,0.00,0.00,0.00,0.00
9451,2022-12-05,新北市,50-64歲,91.80,89.10,0.50,81.10,21.60,0.00,0.00,0.00
9452,2022-12-05,新北市,65-74歲,90.70,88.20,0.80,81.70,38.80,5.00,0.00,0.00
9453,2022-12-05,新北市,75歲以上,83.20,78.60,1.00,70.60,35.30,4.20,0.00,0.00
9700,2022-11-28,新北市,全區,92.90,87.60,0.40,73.80,0.00,0.00,0.00,0.00
9701,2022-11-28,新北市,6個月-4歲,42.20,17.50,0.10,0.00,0.00,0.00,0.00,0.00
9702,2022-11-28,新北市,5-11歲,81.80,56.90,0.00,0.00,0.00,0.00,0.00,0.00
9703,2022-11-28,新北市,12-17歲,94.70,86.60,0.10,62.10,0.00,0.00,0.00,0.00
9704,2022-11-28,新北市,18-29歲,102.50,98.40,0.20,82.90,0.00,0.00,0.00,0.00
9705,2022-11-28,新北市,30-49歲,99.60,96.40,0.40,85.80,0.00,0.00,0.00,0.00
9706,2022-11-28,新北市,50-64歲,91.80,89.10,0.50,81.00,21.20,0.00,0.00,0.00
9707,2022-11-28,新北市,65-74歲,90.60,88.10,0.80,81.60,38.50,4.70,0.00,0.00
9708,2022-11-28,新北市,75歲以上,82.90,78.30,1.00,70.30,35.00,4.00,0.00,0.00
9955,2022-11-21,新北市,全區,93.00,87.50,0.40,73.80,0.00,0.00,0.00,0.00
9956,2022-11-21,新北市,6個月-4歲,42.00,16.90,0.00,0.00,0.00,0.00,0.00,0.00
9957,2022-11-21,新北市,5-11歲,81.80,56.60,0.00,0.00,0.00,0.00,0.00,0.00
9958,2022-11-21,新北市,12-17歲,94.80,86.70,0.10,62.20,0.00,0.00,0.00,0.00
9959,2022-11-21,新北市,18-29歲,102.60,98.50,0.20,82.90,0.00,0.00,0.00,0.00
9960,2022-11-21,新北市,30-49歲,99.60,96.40,0.40,85.80,0.00,0.00,0.00,0.00
9961,2022-11-21,新北市,50-64歲,91.80,89.10,0.50,81.00,20.70,0.00,0.00,0.00
9962,2022-11-21,新北市,65-74歲,90.60,88.10,0.80,81.50,38.20,4.40,0.00,0.00
9963,2022-11-21,新北市,75歲以上,82.80,78.20,1.00,70.10,34.70,3.70,0.00,0.00
10210,2022-11-14,新北市,全區,92.90,87.40,0.40,73.70,0.00,0.00,0.00,0.00
10211,2022-11-14,新北市,6個月-4歲,41.70,16.10,0.00,0.00,0.00,0.00,0.00,0.00
10212,2022-11-14,新北市,5-11歲,81.70,56.10,0.00,0.00,0.00,0.00,0.00,0.00
10213,2022-11-14,新北市,12-17歲,94.90,86.70,0.10,62.20,0.00,0.00,0.00,0.00
10214,2022-11-14,新北市,18-29歲,102.60,98.40,0.20,82.90,0.00,0.00,0.00,0.00
10215,2022-11-14,新北市,30-49歲,99.60,96.30,0.40,85.70,0.00,0.00,0.00,0.00
10216,2022-11-14,新北市,50-64歲,91.80,89.10,0.50,80.60,20.30,0.00,0.00,0.00
10217,2022-11-14,新北市,65-74歲,90.30,88.00,0.80,81.40,37.90,4.20,0.00,0.00
10218,2022-11-14,新北市,75歲以上,82.40,78.10,1.00,70.00,34.40,3.50,0.00,0.00
10465,2022-11-07,新北市,全區,92.90,87.40,0.40,73.70,0.00,0.00,0.00,0.00
10466,2022-11-07,新北市,6個月-4歲,41.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00
10467,2022-11-07,新北市,5-11歲,81.80,55.70,0.00,0.00,0.00,0.00,0.00,0.00
10468,2022-11-07,新北市,12-17歲,94.50,86.30,0.10,61.90,0.00,0.00,0.00,0.00
10469,2022-11-07,新北市,18-29歲,102.40,98.20,0.40,82.60,0.00,0.00,0.00,0.00
10470,2022-11-07,新北市,30-49歲,99.60,96.30,0.40,85.70,0.00,0.00,0.00,0.00
10471,2022-11-07,新北市,50-64歲,91.90,89.10,0.50,80.70,19.80,0.00,0.00,0.00
10472,2022-11-07,新北市,65-74歲,90.80,88.50,0.80,81.80,37.90,4.00,0.00,0.00
10473,2022-11-07,新北市,75歲以上,82.70,78.30,1.00,70.20,34.20,3.30,0.00,0.00
