UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
894,2023-03-16,花蓮縣,玉里鎮,65~69,7
895,2023-01-31,花蓮縣,玉里鎮,70+,37
896,2022-11-20,花蓮縣,玉里鎮,55~59,5
897,2022-11-17,花蓮縣,玉里鎮,60~64,7
898,2022-07-05,花蓮縣,玉里鎮,25~29,1
899,2022-05-17,花蓮縣,玉里鎮,40~44,1
