UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
6,2023-07-02,高雄市,全區,70+,1345
7,2023-04-21,高雄市,全區,65~69,173
8,2023-03-22,高雄市,全區,60~64,123
9,2023-03-20,高雄市,全區,40~44,29
10,2023-03-18,高雄市,全區,50~54,45
11,2023-03-17,高雄市,全區,55~59,76
12,2023-02-28,高雄市,全區,45~49,38
13,2023-02-24,高雄市,全區,35~39,7
14,2022-12-24,高雄市,全區,25~29,2
15,2022-11-03,高雄市,全區,20~24,4
16,2022-10-20,高雄市,全區,0~4,5
17,2022-06-21,高雄市,全區,10~14,2
18,2022-06-14,高雄市,全區,30~34,2
