UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
64,2023-04-04,高雄市,茄萣區,70+,12
65,2022-07-22,高雄市,茄萣區,60~64,1
66,2022-06-06,高雄市,茄萣區,35~39,1
67,2022-05-14,高雄市,茄萣區,65~69,1
