UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
77,2023-03-29,高雄市,前金區,70+,24
78,2023-03-17,高雄市,前金區,55~59,2
79,2023-02-15,高雄市,前金區,65~69,7
80,2022-07-11,高雄市,前金區,40~44,1
81,2022-06-04,高雄市,前金區,45~49,1
