UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
170,2023-03-03,高雄市,彌陀區,70+,13
171,2023-01-04,高雄市,彌陀區,65~69,2
172,2022-09-19,高雄市,彌陀區,60~64,1
173,2022-09-13,高雄市,彌陀區,55~59,2
