UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
467,2023-03-21,台中市,龍井區,70+,37
468,2023-02-19,台中市,龍井區,50~54,1
469,2023-02-18,台中市,龍井區,65~69,5
470,2023-01-01,台中市,龍井區,60~64,1
471,2022-09-27,台中市,龍井區,55~59,1
472,2022-09-08,台中市,龍井區,45~49,1
