UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
1266,2023-03-25,基隆市,暖暖區,60~64,3
1267,2023-03-02,基隆市,暖暖區,45~49,1
1268,2023-02-22,基隆市,暖暖區,65~69,3
1269,2023-02-07,基隆市,暖暖區,70+,13
1270,2021-07-01,基隆市,暖暖區,50~54,1
