UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
796,2023-04-25,桃園市,龜山區,70+,88
797,2023-03-25,桃園市,龜山區,55~59,10
798,2023-03-13,桃園市,龜山區,65~69,8
799,2023-02-24,桃園市,龜山區,40~44,1
800,2023-02-11,桃園市,龜山區,60~64,8
801,2023-02-07,桃園市,龜山區,45~49,2
802,2022-11-25,桃園市,龜山區,35~39,1
803,2022-05-21,桃園市,龜山區,5~9,1
804,2022-05-19,桃園市,龜山區,50~54,2
