UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
43,2023-04-21,高雄市,大樹區,65~69,3
44,2023-03-09,高雄市,大樹區,70+,19
45,2023-02-03,高雄市,大樹區,60~64,5
46,2023-02-01,高雄市,大樹區,45~49,2
47,2023-01-31,高雄市,大樹區,55~59,1
48,2022-05-19,高雄市,大樹區,0~4,1
