UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
1317,2023-03-20,南投縣,魚池鄉,70+,11
1318,2023-02-27,南投縣,魚池鄉,60~64,1
1319,2022-10-30,南投縣,魚池鄉,65~69,1
1320,2022-06-10,南投縣,魚池鄉,45~49,1
