UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
1564,2023-03-26,雲林縣,麥寮鄉,70+,22
1565,2022-10-21,雲林縣,麥寮鄉,40~44,2
1566,2022-07-29,雲林縣,麥寮鄉,45~49,2
1567,2022-07-04,雲林縣,麥寮鄉,65~69,2
1568,2022-05-27,雲林縣,麥寮鄉,60~64,1
