UID,發佈統計日期,縣市,年齡層,第1劑接種率,第2劑接種率,基礎加強劑接種率,第1次追加劑接種率,第2次追加劑接種率,第3次追加劑接種率,第4次追加劑接種率,第5次追加劑接種率
7401,2023-02-06,台北市,30-49歲,91.40,89.20,0.50,81.40,21.50,0.00,0.00,0.00
7402,2023-02-06,台北市,50-64歲,88.20,86.00,0.50,78.60,29.20,0.00,0.00,0.00
7403,2023-02-06,台北市,65-74歲,86.60,84.50,0.70,78.30,40.10,10.50,0.00,0.00
7404,2023-02-06,台北市,75歲以上,82.70,79.50,0.90,71.80,39.50,10.20,0.00,0.00
7651,2023-01-30,台北市,全區,86.70,82.60,0.50,71.20,22.90,0.00,0.00,0.00
7652,2023-01-30,台北市,6個月-4歲,43.50,24.20,2.10,0.00,0.00,0.00,0.00,0.00
7653,2023-01-30,台北市,5-11歲,77.20,59.20,0.10,17.80,0.10,0.00,0.00,0.00
7654,2023-01-30,台北市,12-17歲,91.80,85.30,0.10,64.90,7.80,0.00,0.00,0.00
7655,2023-01-30,台北市,18-29歲,92.00,89.10,0.30,77.30,11.70,0.00,0.00,0.00
7656,2023-01-30,台北市,30-49歲,91.40,89.20,0.50,81.30,21.10,0.00,0.00,0.00
7657,2023-01-30,台北市,50-64歲,88.30,86.10,0.50,78.60,29.00,0.00,0.00,0.00
7658,2023-01-30,台北市,65-74歲,86.60,84.40,0.70,78.30,40.00,10.20,0.00,0.00
7659,2023-01-30,台北市,75歲以上,82.70,79.50,0.90,71.80,39.40,9.90,0.00,0.00
7906,2023-01-16,台北市,全區,86.70,82.50,0.50,71.00,22.00,0.00,0.00,0.00
7907,2023-01-16,台北市,6個月-4歲,43.50,23.70,1.80,0.00,0.00,0.00,0.00,0.00
7908,2023-01-16,台北市,5-11歲,77.30,59.00,0.10,16.80,0.10,0.00,0.00,0.00
7909,2023-01-16,台北市,12-17歲,91.90,85.30,0.10,64.70,6.90,0.00,0.00,0.00
7910,2023-01-16,台北市,18-29歲,92.10,89.20,0.30,77.20,10.60,0.00,0.00,0.00
7911,2023-01-16,台北市,30-49歲,91.50,89.20,0.50,81.30,19.70,0.00,0.00,0.00
7912,2023-01-16,台北市,50-64歲,88.20,86.00,0.50,78.50,28.10,0.00,0.00,0.00
7913,2023-01-16,台北市,65-74歲,86.40,84.30,0.70,78.10,39.40,9.30,0.00,0.00
7914,2023-01-16,台北市,75歲以上,82.40,79.20,0.90,71.50,38.80,9.10,0.00,0.00
8161,2023-01-09,台北市,全區,87.00,82.60,0.50,71.00,0.00,0.00,0.00,0.00
8162,2023-01-09,台北市,6個月-4歲,42.10,21.20,1.10,0.10,0.00,0.00,0.00,0.00
8163,2023-01-09,台北市,5-11歲,77.80,58.30,0.10,14.90,0.00,0.00,0.00,0.00
8164,2023-01-09,台北市,12-17歲,91.90,85.30,0.10,64.30,0.00,0.00,0.00,0.00
8165,2023-01-09,台北市,18-29歲,92.30,89.40,0.30,77.20,0.00,0.00,0.00,0.00
8166,2023-01-09,台北市,30-49歲,91.80,89.50,0.50,81.40,0.00,0.00,0.00,0.00
8167,2023-01-09,台北市,50-64歲,88.40,86.20,0.50,78.60,26.80,0.00,0.00,0.00
8168,2023-01-09,台北市,65-74歲,87.00,84.90,0.70,78.60,38.70,8.00,0.00,0.00
8169,2023-01-09,台北市,75歲以上,82.90,79.60,0.90,71.80,38.40,7.90,0.00,0.00
8416,2023-01-02,台北市,全區,87.00,82.60,0.50,71.00,0.00,0.00,0.00,0.00
8417,2023-01-02,台北市,6個月-4歲,42.10,21.20,1.10,0.10,0.00,0.00,0.00,0.00
8418,2023-01-02,台北市,5-11歲,77.80,58.30,0.10,14.90,0.00,0.00,0.00,0.00
8419,2023-01-02,台北市,12-17歲,91.90,85.30,0.10,64.30,0.00,0.00,0.00,0.00
8420,2023-01-02,台北市,18-29歲,92.30,89.40,0.30,77.20,0.00,0.00,0.00,0.00
8421,2023-01-02,台北市,30-49歲,91.80,89.50,0.50,81.40,0.00,0.00,0.00,0.00
8422,2023-01-02,台北市,50-64歲,88.40,86.20,0.50,78.50,25.70,0.00,0.00,0.00
8423,2023-01-02,台北市,65-74歲,86.90,84.80,0.70,78.50,37.90,6.80,0.00,0.00
8424,2023-01-02,台北市,75歲以上,82.80,79.50,0.90,71.60,37.70,6.70,0.00,0.00
8671,2022-12-26,台北市,全區,87.00,82.60,0.50,70.50,0.00,0.00,0.00,0.00
8672,2022-12-26,台北市,6個月-4歲,42.00,20.80,0.90,0.00,0.00,0.00,0.00,0.00
8673,2022-12-26,台北市,5-11歲,77.80,58.00,0.00,9.10,0.00,0.00,0.00,0.00
8674,2022-12-26,台北市,12-17歲,92.00,85.20,0.10,63.60,0.00,0.00,0.00,0.00
8675,2022-12-26,台北市,18-29歲,92.40,89.50,0.30,77.10,0.00,0.00,0.00,0.00
8676,2022-12-26,台北市,30-49歲,91.80,89.60,0.50,81.30,0.00,0.00,0.00,0.00
8677,2022-12-26,台北市,50-64歲,88.40,86.20,0.50,78.50,25.20,0.00,0.00,0.00
8678,2022-12-26,台北市,65-74歲,86.90,84.70,0.70,78.40,37.60,6.40,0.00,0.00
8679,2022-12-26,台北市,75歲以上,82.60,79.30,0.90,71.50,37.40,6.30,0.00,0.00
8926,2022-12-19,台北市,全區,87.00,82.50,0.50,70.10,0.00,0.00,0.00,0.00
8927,2022-12-19,台北市,6個月-4歲,41.90,20.40,0.60,0.10,0.00,0.00,0.00,0.00
8928,2022-12-19,台北市,5-11歲,77.70,57.70,0.00,3.70,0.00,0.00,0.00,0.00
8929,2022-12-19,台北市,12-17歲,92.10,85.20,0.10,62.90,0.00,0.00,0.00,0.00
8930,2022-12-19,台北市,18-29歲,92.50,89.50,0.30,77.10,0.00,0.00,0.00,0.00
8931,2022-12-19,台北市,30-49歲,91.90,89.60,0.50,81.30,0.00,0.00,0.00,0.00
8932,2022-12-19,台北市,50-64歲,88.50,86.20,0.50,78.40,24.80,0.00,0.00,0.00
8933,2022-12-19,台北市,65-74歲,86.80,84.70,0.70,78.30,37.30,6.10,0.00,0.00
8934,2022-12-19,台北市,75歲以上,82.50,79.20,0.90,71.40,37.20,6.00,0.00,0.00
9181,2022-12-14,台北市,全區,87.00,82.50,0.50,69.90,0.00,0.00,0.00,0.00
9182,2022-12-14,台北市,6個月-4歲,41.80,20.00,0.40,0.00,0.00,0.00,0.00,0.00
9183,2022-12-14,台北市,5-11歲,77.70,57.20,0.00,1.30,0.00,0.00,0.00,0.00
9184,2022-12-14,台北市,12-17歲,92.10,85.10,0.10,62.20,0.00,0.00,0.00,0.00
9185,2022-12-14,台北市,18-29歲,92.50,89.50,0.30,77.10,0.00,0.00,0.00,0.00
9186,2022-12-14,台北市,30-49歲,91.90,89.60,0.50,81.30,0.00,0.00,0.00,0.00
9187,2022-12-14,台北市,50-64歲,88.50,86.20,0.50,78.40,24.60,0.00,0.00,0.00
9188,2022-12-14,台北市,65-74歲,86.80,84.60,0.70,78.30,37.20,6.00,0.00,0.00
9189,2022-12-14,台北市,75歲以上,82.40,79.10,0.90,71.30,37.00,5.90,0.00,0.00
9436,2022-12-05,台北市,全區,92.10,87.10,0.50,73.40,0.00,0.00,0.00,0.00
9437,2022-12-05,台北市,6個月-4歲,41.60,19.30,0.20,0.00,0.00,0.00,0.00,0.00
9438,2022-12-05,台北市,5-11歲,78.30,57.10,0.00,0.20,0.00,0.00,0.00,0.00
9439,2022-12-05,台北市,12-17歲,93.10,85.80,0.10,62.50,0.00,0.00,0.00,0.00
9440,2022-12-05,台北市,18-29歲,101.10,97.80,0.40,83.70,0.00,0.00,0.00,0.00
9441,2022-12-05,台北市,30-49歲,100.90,98.40,0.50,88.30,0.00,0.00,0.00,0.00
9442,2022-12-05,台北市,50-64歲,91.00,88.50,0.60,80.60,24.90,0.00,0.00,0.00
9443,2022-12-05,台北市,65-74歲,90.40,88.00,0.70,79.70,37.40,5.60,0.00,0.00
9444,2022-12-05,台北市,75歲以上,85.90,80.60,0.90,72.00,37.00,5.40,0.00,0.00
9691,2022-11-28,台北市,全區,92.10,87.10,0.50,73.30,0.00,0.00,0.00,0.00
9692,2022-11-28,台北市,6個月-4歲,41.40,18.50,0.00,0.00,0.00,0.00,0.00,0.00
9693,2022-11-28,台北市,5-11歲,78.30,56.80,0.00,0.00,0.00,0.00,0.00,0.00
9694,2022-11-28,台北市,12-17歲,93.20,85.80,0.10,62.40,0.00,0.00,0.00,0.00
9695,2022-11-28,台北市,18-29歲,101.20,97.90,0.40,83.60,0.00,0.00,0.00,0.00
9696,2022-11-28,台北市,30-49歲,101.00,98.40,0.50,88.30,0.00,0.00,0.00,0.00
9697,2022-11-28,台北市,50-64歲,91.10,88.50,0.60,80.50,24.40,0.00,0.00,0.00
9698,2022-11-28,台北市,65-74歲,90.30,87.90,0.70,79.50,37.10,5.30,0.00,0.00
9699,2022-11-28,台北市,75歲以上,85.70,80.40,0.90,71.70,36.70,5.10,0.00,0.00
9946,2022-11-21,台北市,全區,92.10,87.10,0.50,73.20,0.00,0.00,0.00,0.00
9947,2022-11-21,台北市,6個月-4歲,41.20,17.80,0.00,0.00,0.00,0.00,0.00,0.00
9948,2022-11-21,台北市,5-11歲,78.30,56.60,0.00,0.00,0.00,0.00,0.00,0.00
9949,2022-11-21,台北市,12-17歲,93.20,85.90,0.10,62.50,0.00,0.00,0.00,0.00
9950,2022-11-21,台北市,18-29歲,101.30,97.90,0.40,83.60,0.00,0.00,0.00,0.00
9951,2022-11-21,台北市,30-49歲,101.00,98.50,0.50,88.20,0.00,0.00,0.00,0.00
9952,2022-11-21,台北市,50-64歲,91.10,88.50,0.60,80.50,23.90,0.00,0.00,0.00
9953,2022-11-21,台北市,65-74歲,90.30,87.90,0.70,79.50,36.70,5.00,0.00,0.00
9954,2022-11-21,台北市,75歲以上,85.60,80.30,0.90,71.60,36.30,4.60,0.00,0.00
10201,2022-11-14,台北市,全區,92.00,86.90,0.50,73.10,0.00,0.00,0.00,0.00
10202,2022-11-14,台北市,6個月-4歲,41.00,17.10,0.00,0.00,0.00,0.00,0.00,0.00
10203,2022-11-14,台北市,5-11歲,78.30,56.30,0.00,0.00,0.00,0.00,0.00,0.00
10204,2022-11-14,台北市,12-17歲,93.20,85.80,0.10,62.50,0.00,0.00,0.00,0.00
10205,2022-11-14,台北市,18-29歲,101.30,97.90,0.40,83.60,0.00,0.00,0.00,0.00
10206,2022-11-14,台北市,30-49歲,101.10,98.40,0.50,88.10,0.00,0.00,0.00,0.00
10207,2022-11-14,台北市,50-64歲,91.10,88.50,0.60,80.10,23.50,0.00,0.00,0.00
10208,2022-11-14,台北市,65-74歲,90.00,87.80,0.70,79.40,36.40,4.70,0.00,0.00
10209,2022-11-14,台北市,75歲以上,85.20,80.20,0.90,71.50,36.00,4.40,0.00,0.00
10456,2022-11-07,台北市,全區,92.20,87.00,0.50,73.20,0.00,0.00,0.00,0.00
10457,2022-11-07,台北市,6個月-4歲,40.30,16.00,0.00,0.00,0.00,0.00,0.00,0.00
10458,2022-11-07,台北市,5-11歲,78.50,56.10,0.00,0.00,0.00,0.00,0.00,0.00
10459,2022-11-07,台北市,12-17歲,93.00,85.60,0.10,62.30,0.00,0.00,0.00,0.00
10460,2022-11-07,台北市,18-29歲,101.10,97.70,0.40,83.30,0.00,0.00,0.00,0.00
10461,2022-11-07,台北市,30-49歲,101.10,98.40,0.50,88.10,0.00,0.00,0.00,0.00
10462,2022-11-07,台北市,50-64歲,91.30,88.70,0.60,80.30,23.10,0.00,0.00,0.00
10463,2022-11-07,台北市,65-74歲,90.80,88.50,0.70,80.00,36.50,4.60,0.00,0.00
10464,2022-11-07,台北市,75歲以上,85.70,80.60,0.90,71.80,36.00,4.20,0.00,0.00
