UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
1023,2023-04-04,新北市,淡水區,70+,100
1024,2023-01-25,新北市,淡水區,60~64,7
1025,2023-01-05,新北市,淡水區,45~49,1
1026,2022-10-25,新北市,淡水區,35~39,2
1027,2022-10-04,新北市,淡水區,40~44,2
1028,2022-10-04,新北市,淡水區,55~59,4
1029,2022-09-21,新北市,淡水區,30~34,1
1030,2022-06-29,新北市,淡水區,65~69,7
1031,2022-06-07,新北市,淡水區,50~54,2
