UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
1104,2023-03-06,新北市,瑞芳區,70+,29
1105,2023-02-26,新北市,瑞芳區,45~49,2
1106,2023-02-09,新北市,瑞芳區,30~34,1
1107,2023-01-26,新北市,瑞芳區,60~64,1
1108,2022-12-29,新北市,瑞芳區,65~69,6
1109,2022-06-27,新北市,瑞芳區,50~54,1
1110,2022-06-10,新北市,瑞芳區,40~44,1
1111,2022-06-05,新北市,瑞芳區,20~24,1
1112,2022-05-20,新北市,瑞芳區,55~59,2
