UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
1616,2022-12-20,雲林縣,崙背鄉,70+,16
1617,2022-11-11,雲林縣,崙背鄉,60~64,1
1618,2022-10-26,雲林縣,崙背鄉,65~69,1
