UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
1195,2023-02-27,苗栗縣,銅鑼鄉,65~69,3
1196,2023-02-16,苗栗縣,銅鑼鄉,70+,16
1197,2022-10-02,苗栗縣,銅鑼鄉,45~49,1
1198,2022-07-13,苗栗縣,銅鑼鄉,50~54,1
1199,2022-06-14,苗栗縣,銅鑼鄉,60~64,1
1200,2022-06-11,苗栗縣,銅鑼鄉,55~59,1
