UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
534,2023-05-29,新竹縣,竹北市,60~64,6
535,2023-03-01,新竹縣,竹北市,70+,41
536,2023-02-23,新竹縣,竹北市,50~54,3
537,2023-01-22,新竹縣,竹北市,65~69,4
538,2023-01-02,新竹縣,竹北市,40~44,2
539,2022-09-23,新竹縣,竹北市,55~59,2
540,2022-09-10,新竹縣,竹北市,25~29,2
541,2022-08-29,新竹縣,竹北市,45~49,1
542,2022-07-23,新竹縣,竹北市,0~4,1
543,2022-06-17,新竹縣,竹北市,35~39,1
