UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
575,2023-03-16,新竹縣,竹東鎮,30~34,1
576,2023-03-13,新竹縣,竹東鎮,70+,54
577,2023-02-18,新竹縣,竹東鎮,65~69,2
578,2023-01-21,新竹縣,竹東鎮,45~49,2
579,2022-12-05,新竹縣,竹東鎮,40~44,2
580,2022-11-22,新竹縣,竹東鎮,55~59,3
581,2022-06-29,新竹縣,竹東鎮,50~54,1
