UID,發佈統計日期,縣市,年齡層,第1劑接種率,第2劑接種率,基礎加強劑接種率,第1次追加劑接種率,第2次追加劑接種率,第3次追加劑接種率,第4次追加劑接種率,第5次追加劑接種率
8694,2022-12-26,桃園市,30-49歲,93.90,90.80,0.50,81.40,0.00,0.00,0.00,0.00
8695,2022-12-26,桃園市,50-64歲,90.50,88.00,0.70,80.20,22.50,0.00,0.00,0.00
8696,2022-12-26,桃園市,65-74歲,91.40,89.20,0.80,84.10,52.20,6.30,0.00,0.00
8697,2022-12-26,桃園市,75歲以上,85.70,81.60,0.80,74.20,47.20,5.40,0.00,0.00
8944,2022-12-19,桃園市,全區,89.90,84.40,0.50,71.60,0.00,0.00,0.00,0.00
8945,2022-12-19,桃園市,6個月-4歲,43.60,17.60,0.30,0.00,0.00,0.00,0.00,0.00
8946,2022-12-19,桃園市,5-11歲,84.40,62.30,0.00,17.60,0.00,0.00,0.00,0.00
8947,2022-12-19,桃園市,12-17歲,94.80,87.50,0.10,66.00,0.00,0.00,0.00,0.00
8948,2022-12-19,桃園市,18-29歲,95.80,92.10,0.40,78.00,0.00,0.00,0.00,0.00
8949,2022-12-19,桃園市,30-49歲,93.80,90.80,0.50,81.30,0.00,0.00,0.00,0.00
8950,2022-12-19,桃園市,50-64歲,90.50,87.90,0.70,80.10,22.10,0.00,0.00,0.00
8951,2022-12-19,桃園市,65-74歲,91.30,89.10,0.80,84.00,52.10,6.10,0.00,0.00
8952,2022-12-19,桃園市,75歲以上,85.60,81.50,0.80,74.20,47.10,5.20,0.00,0.00
9199,2022-12-14,桃園市,全區,89.80,84.30,0.50,71.00,0.00,0.00,0.00,0.00
9200,2022-12-14,桃園市,6個月-4歲,43.60,17.20,0.20,0.00,0.00,0.00,0.00,0.00
9201,2022-12-14,桃園市,5-11歲,84.40,62.00,0.00,11.50,0.00,0.00,0.00,0.00
9202,2022-12-14,桃園市,12-17歲,94.80,87.40,0.10,64.40,0.00,0.00,0.00,0.00
9203,2022-12-14,桃園市,18-29歲,95.80,92.10,0.40,78.00,0.00,0.00,0.00,0.00
9204,2022-12-14,桃園市,30-49歲,93.80,90.80,0.50,81.30,0.00,0.00,0.00,0.00
9205,2022-12-14,桃園市,50-64歲,90.50,87.90,0.70,80.10,22.00,0.00,0.00,0.00
9206,2022-12-14,桃園市,65-74歲,91.20,89.10,0.80,83.90,52.00,6.00,0.00,0.00
9207,2022-12-14,桃園市,75歲以上,85.50,81.40,0.80,74.10,47.00,5.10,0.00,0.00
9454,2022-12-05,桃園市,全區,95.80,89.90,0.50,75.10,0.00,0.00,0.00,0.00
9455,2022-12-05,桃園市,6個月-4歲,43.20,16.50,0.10,0.00,0.00,0.00,0.00,0.00
9456,2022-12-05,桃園市,5-11歲,84.60,61.60,0.00,0.50,0.00,0.00,0.00,0.00
9457,2022-12-05,桃園市,12-17歲,94.80,87.50,0.10,63.80,0.00,0.00,0.00,0.00
9458,2022-12-05,桃園市,18-29歲,107.10,103.20,0.40,87.10,0.00,0.00,0.00,0.00
9459,2022-12-05,桃園市,30-49歲,105.40,101.80,0.60,90.80,0.00,0.00,0.00,0.00
9460,2022-12-05,桃園市,50-64歲,92.20,89.40,0.70,81.60,22.30,0.00,0.00,0.00
9461,2022-12-05,桃園市,65-74歲,92.30,89.90,0.90,84.70,52.30,5.70,0.00,0.00
9462,2022-12-05,桃園市,75歲以上,86.40,81.90,0.90,74.50,46.90,4.90,0.00,0.00
9709,2022-11-28,桃園市,全區,95.80,89.90,0.50,75.00,0.00,0.00,0.00,0.00
9710,2022-11-28,桃園市,6個月-4歲,43.10,15.90,0.00,0.00,0.00,0.00,0.00,0.00
9711,2022-11-28,桃園市,5-11歲,84.60,61.20,0.00,0.00,0.00,0.00,0.00,0.00
9712,2022-11-28,桃園市,12-17歲,94.90,87.40,0.10,63.80,0.00,0.00,0.00,0.00
9713,2022-11-28,桃園市,18-29歲,107.20,103.20,0.40,87.00,0.00,0.00,0.00,0.00
9714,2022-11-28,桃園市,30-49歲,105.40,101.80,0.60,90.70,0.00,0.00,0.00,0.00
9715,2022-11-28,桃園市,50-64歲,92.20,89.30,0.70,81.50,22.00,0.00,0.00,0.00
9716,2022-11-28,桃園市,65-74歲,92.20,89.80,0.90,84.50,52.10,5.50,0.00,0.00
9717,2022-11-28,桃園市,75歲以上,86.10,81.70,0.90,74.20,46.60,4.70,0.00,0.00
9964,2022-11-21,桃園市,全區,95.80,89.80,0.50,74.90,0.00,0.00,0.00,0.00
9965,2022-11-21,桃園市,6個月-4歲,43.00,15.40,0.00,0.00,0.00,0.00,0.00,0.00
9966,2022-11-21,桃園市,5-11歲,84.50,61.00,0.00,0.00,0.00,0.00,0.00,0.00
9967,2022-11-21,桃園市,12-17歲,95.00,87.50,0.10,64.00,0.00,0.00,0.00,0.00
9968,2022-11-21,桃園市,18-29歲,107.20,103.30,0.40,87.00,0.00,0.00,0.00,0.00
9969,2022-11-21,桃園市,30-49歲,105.40,101.70,0.60,90.60,0.00,0.00,0.00,0.00
9970,2022-11-21,桃園市,50-64歲,92.20,89.30,0.70,81.50,21.70,0.00,0.00,0.00
9971,2022-11-21,桃園市,65-74歲,92.10,89.70,0.90,84.40,52.00,5.40,0.00,0.00
9972,2022-11-21,桃園市,75歲以上,86.10,81.60,0.90,74.10,46.50,4.50,0.00,0.00
10219,2022-11-14,桃園市,全區,95.80,89.70,0.50,74.80,0.00,0.00,0.00,0.00
10220,2022-11-14,桃園市,6個月-4歲,42.70,14.60,0.00,0.00,0.00,0.00,0.00,0.00
10221,2022-11-14,桃園市,5-11歲,84.50,60.80,0.00,0.00,0.00,0.00,0.00,0.00
10222,2022-11-14,桃園市,12-17歲,95.10,87.50,0.10,64.00,0.00,0.00,0.00,0.00
10223,2022-11-14,桃園市,18-29歲,107.30,103.20,0.40,87.00,0.00,0.00,0.00,0.00
10224,2022-11-14,桃園市,30-49歲,105.40,101.70,0.60,90.50,0.00,0.00,0.00,0.00
10225,2022-11-14,桃園市,50-64歲,92.20,89.30,0.70,81.00,21.30,0.00,0.00,0.00
10226,2022-11-14,桃園市,65-74歲,91.80,89.60,0.90,84.30,51.70,5.10,0.00,0.00
10227,2022-11-14,桃園市,75歲以上,85.70,81.50,0.90,74.00,46.20,4.30,0.00,0.00
10474,2022-11-07,桃園市,全區,95.80,89.70,0.50,74.80,0.00,0.00,0.00,0.00
10475,2022-11-07,桃園市,6個月-4歲,42.00,13.60,0.00,0.00,0.00,0.00,0.00,0.00
10476,2022-11-07,桃園市,5-11歲,84.80,60.70,0.00,0.00,0.00,0.00,0.00,0.00
10477,2022-11-07,桃園市,12-17歲,94.70,87.20,0.10,63.90,0.00,0.00,0.00,0.00
10478,2022-11-07,桃園市,18-29歲,107.10,103.10,0.40,86.70,0.00,0.00,0.00,0.00
10479,2022-11-07,桃園市,30-49歲,105.40,101.70,0.60,90.50,0.00,0.00,0.00,0.00
10480,2022-11-07,桃園市,50-64歲,92.30,89.40,0.70,81.10,21.00,0.00,0.00,0.00
10481,2022-11-07,桃園市,65-74歲,92.30,90.10,0.90,84.80,52.00,5.00,0.00,0.00
10482,2022-11-07,桃園市,75歲以上,86.00,81.70,0.90,74.20,46.30,4.10,0.00,0.00
