UID,個案死亡日,縣市別,區域,新增死亡人數,累計死亡人數,七天移動平均新增死亡人數
11753,2022-08-15,澎湖縣,白沙鄉,1,4,0.14
13071,2022-07-19,澎湖縣,白沙鄉,1,3,0.14
17407,2022-06-05,澎湖縣,白沙鄉,1,2,0.29
17892,2022-06-01,澎湖縣,白沙鄉,1,1,0.14
