UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
1060,2023-03-21,新北市,鶯歌區,60~64,4
1061,2023-03-10,新北市,鶯歌區,70+,59
1062,2023-02-11,新北市,鶯歌區,65~69,11
1063,2022-11-24,新北市,鶯歌區,55~59,4
