UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
974,2023-04-11,新北市,深坑區,70+,28
975,2022-10-17,新北市,深坑區,55~59,1
976,2022-06-06,新北市,深坑區,65~69,2
