UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
1219,2022-12-02,苗栗縣,泰安鄉,70+,5
1220,2022-07-02,苗栗縣,泰安鄉,60~64,1
1221,2022-06-21,苗栗縣,泰安鄉,55~59,1
