UID,最後統計日期,縣市,鄉鎮,年齡層,累計死亡人數
197,2023-01-04,高雄市,六龜區,60~64,2
198,2022-11-17,高雄市,六龜區,70+,9
199,2022-07-23,高雄市,六龜區,55~59,1
200,2022-06-14,高雄市,六龜區,30~34,1
